(5021671,7,1,"10b7c09e-c8d9-4e50-820f-4fd24599ff74","510","","","","","es-ES",1497866478674)
(1004191,7,1,"86d56265-2d47-4ab8-83db-2008d08d6de2","510","","","","","zh-CN",1497866589034)
(5021671,7,1,"f88740a3-f5f2-4d54-9da7-4cdc87c86171","510","","","","","es-ES",1497866625640)
(5021848,7,1,"7725ddd6-5fdf-4bd4-bff5-33637bb054d2","510","","","","","ko-KR",1497868313380)
(5021671,7,1,"3d4826c5-19ba-4d67-8bd8-51579bde9214","510","","","","","es-ES",1497868398490)
(5021848,7,1,"98ec4da5-26e9-4da8-938b-4803bc1fb1bb","510","","","","","ko-KR",1497870282257)
(5021848,7,1,"06df9dea-53a5-4e24-b543-577fa1c61583","510","","","","","ko-KR",1497872653856)
(5021848,7,1,"2e09f5de-66a1-4496-9759-8e0dc231e17b","510","","","","","ko-KR",1497872935172)
(9,7,1,"61fffa6f-a81b-4ac4-864b-2f8e622ca0d4","510","","","","","zh-CN",1497926503366)
(9,7,1,"06ce61f9-9a83-47f7-83c8-add74d376a70","510","","","","","zh-CN",1497926519813)
(9,7,1,"30ab3f7c-d8ea-4df5-ab2f-ad94df11a6e6","510","","","","","zh-CN",1497926524085)
(5021671,7,1,"8d5451dd-2172-491c-a1af-a753c947b9fa","510","","","","","es-ES",1497929285016)
(5021671,7,1,"6fc6a7aa-7801-4d65-8df3-2f77d19aadc7","510","","","","","es-ES",1497929291177)
(5021671,7,1,"4b01819c-0484-46b5-8104-14690bc4fa96","510","","","","","es-ES",1497929768374)
(5021671,7,1,"2cd669d6-5c61-4895-bd29-1c1d9c3dee4c","510","","","","","es-ES",1497929801832)
(5021848,7,1,"e74182c7-d206-450c-bc2b-f7b29244ecc4","510","","","","","ko-KR",1497929857750)
(1004188,7,1,"2991ad48-24eb-4157-9b20-d68dd9d240eb","510","","","","","zh-TW",1497929925950)
(5021671,7,1,"ee3f4aa7-86a6-458e-a207-4072b874b091","510","","","","","es-ES",1497938888291)
(5021671,7,1,"68989ecb-881d-4763-af97-567b23417f84","510","","","","","es-ES",1497938961685)
(5021671,7,1,"e7a5e907-a233-4ded-ae4b-58cd8d2ee9e8","510","","","","","es-ES",1497938963142)
(5021671,7,1,"4c03edb8-4fdb-4dc0-97ad-826f803faa91","510","","","","","es-ES",1497938964781)
(5021671,7,1,"037be380-09cc-4fa4-bc5c-2a1de5d86a7a","510","","","","","es-ES",1497938966341)
(5021671,7,1,"4c0bc965-646f-4f7d-83f5-d3e264a80a08","510","","","","","es-ES",1497938968237)
(5021671,7,1,"e6884bfa-5da5-4590-abe1-cb02ca9b74d3","510","","","","","es-ES",1497938969902)
(5021671,7,1,"1c1f4082-1b98-4a40-bee5-8cf1110c520f","510","","","","","es-ES",1497938971871)
(5021671,7,1,"5dd1aa81-0536-4eec-aab3-b8129d356236","510","","","","","es-ES",1497938973643)
(5021671,7,1,"830568e7-73ac-4432-85b3-d683699893b3","510","","","","","es-ES",1497938975252)
(5021671,7,1,"6fae3d5c-b775-483f-a3f2-19f55fe007f5","510","","","","","es-ES",1497938977129)
(5021671,7,1,"a03e4a18-d286-4172-a2c0-5fa73a33a9eb","510","","","","","es-ES",1497938979244)
(5021671,7,1,"c48e42dc-e2a6-4fcf-92e5-1033c28d7046","510","","","","","es-ES",1497938981609)
(5021671,7,1,"43b7f671-b60a-40a0-b448-195936bf49b6","510","","","","","es-ES",1497938983772)
(5021671,7,1,"25beaef5-1262-49e0-b0c6-69672a7737e3","510","","","","","es-ES",1497938987875)
(5021671,7,1,"bee89f7b-a35d-452f-843f-4c73c1b7e8c8","510","","","","","es-ES",1497938990524)
(5021671,7,1,"30a4726a-adf1-4b8c-992f-abd2d11fe60b","510","","","","","es-ES",1497938993094)
(5021671,7,1,"d4ebda0f-daf9-424f-ba22-ed953f042139","510","","","","","es-ES",1497938996077)
(5021671,7,1,"b33b48e8-0497-4295-8072-5f9671b14e73","510","","","","","es-ES",1497938998443)
(5021671,7,1,"86c2ce63-cf63-42d7-b751-70a5b370e08e","510","","","","","es-ES",1497939001134)
(5021671,7,1,"64d2280c-46a4-4fde-85ce-71aa0dac0dad","510","","","","","es-ES",1497939004789)
(5021671,7,1,"18e75545-4bf2-47b5-b4a4-b65b8157bd03","510","","","","","es-ES",1497939010310)
(5021671,7,1,"64525eb6-72e5-44a5-81b4-dbbd36c241a0","510","","","","","es-ES",1497939052086)
(5021671,7,1,"b7fe401d-f656-4f2c-a242-ead164b588d0","510","","","","","es-ES",1497939054362)
(5011142,7,2,"NTAxMTE0Ml85XzI1Nl8wXzE1MDU2NDk0MjlfNTliZTYzMTU5OWYzNQ==","0","djfdj","","","CN","zh-CN",1505649429630)
(5011142,7,1,"b4489776-166f-4b09-8f9a-26d48b479f94","1218","","http://p.upcdn.pengpengla.com/uplive/p/u/2017/9/26/4174e1e6-dc41-48b0-b4fc-b4c234a61e54.png#sz=27679","","CN","zh-CN",1506394747476)
